tweet,label
เป็นรู้สึกหวั่นๆน่ะ ลูกหมาที่เลี้ยงมาตั้งแต่คลอด จนโตแข็งแรง เล่นกับมันมาทุกวัน แล้วต้องขายมันไป ทั้งๆที่รู้แต่แรกอยู่แล้ว ใจหายน,6
เป็นคนที่กินไม่เยอะ แต่อ้วนเพราะไม่กินผั,6
ถ้าพูดตรงๆแบบหยาบ รู้ว่าโลกนี้เหี้ย คนเหี้ยก็เยอะ ขนาดเลือกคบคนยังเจอแบบนิสัยเหี้ยๆก็มี โลกยิ่งกว้างตัวปบบนี้ก็ยิ่งมีเยอ,6
นน.จะเด้งกลับมาที่ 65 อีกแล้ว จะทำเยี่ยงไรดี!?,6
บอสต้องว่าพี่หื่นแน่,6
เขาคนดี มีแล้วมีคนใหม,6
ซอยบางไ,6
พรุ่งนี้วันจันทร์อีกแล้วว,6
เชี่ยยยย บัตรฟรี!!,6
แดกเสร็จทีไรพุงใหญ่ตลอ,6
จริงๆ แล้วในดีวีดีคอนเฮ้เซจั้มควรจะมีภาพบรรยากาศที่ไทยนะ มันสมควรจริง,6
ไอ้เรามันเป็นคนไม่สำคัญอยู่แล้วน,6
ลองมาคิดดูดีๆ  การลงทุนครั้งนั้น ไม่ได้กำไรอะไรกลับคืนมาเลย...,6
บทเรียนแบบนี้หาซื้อไม่ได้ ถ้าไม่ลองคบด,6
เค้าก้บอกชัดเจนแล้วว่าให้พอ แต่เปนฉันเองที่ไม่ยอมรับมัน ขอโทดที่ยังลืมไม่ได้จิง,6
หงุดหงิด ง่วงนอน และอารมณ์เสียเกินกว่าจะเขียนงานส่งชิงตั๋วหนังฟรีจริง,6
แต่กูก็ได้เรียนตอนเย็นเพิ่มอยู่ดี เย้,6
เมื่อคืนฝันว่าได้แต่งงาน  แต่เจ้าบ่าวไม่ใช่เซฮุนอ่ะ,6
แต่พี่เจมส์ติดลิมิตไปแล้ว ตอบเมนชั่นหมิวไม่ได้แล้ว :,6
แค่คิดว่าอยากทำอะไรก็ทำเดี๋ยวไม่มีโอกาสาได้ทำแต่พอตั้งใจจะทำก็ไม่ได้ท,6
อยากไปมีตซุงฮา จอง แต่แบบ ทำไมต้องตรงกับวันไปรด. ฮืออออ,6
เสียใจกับความเลวของตัวเอง จนไม่อยากยุ่งกับใครทั้งนั้,6
ก็บอกว่าฉันเสียดายได้ยินไหม!,6
ดาวอยู่บนท้องฟ้า จะไคว้คว้ายังไงก็ไม่ถึ,6
ท็อป : ผมไม่ชอบที่พวกเธอไม่เรียบร้อยและพูดจาไม่สุภาพครับ >> ท็อปคงไม่ชอบช้านใช่มั้ย แง๊กกกกกกกกกก,6
แกร กยูบอทโผล่มาตอนเราแอบแวะไปเมนชั่นอีกแล้,7
เชี่ย เจมส์จิมาต่อโฆษณาอกชิด นึกว่าจิเอากะเค้าด้ว,7
เพิ่งสังเกตว่า วันๆกูทวิตเป็นร้อยเลยหรอ  เพราะใครกัน,7
โห ช่างกล้าพูด ยังกะนางมารร้า,7
แถวบ้านจุดพลุ สะดุ้งเล,7
งงหมอนะ.ใส่ตลอด24ชั่วโม,7
คุณหลานที่ไม่ได้เจอมาหลายที เจออีกที มึงหล่อมากกกก,7
น้องเภสัชปีหนึ่งมีเนรื่องกันปกติเซ็นท์ในการดูว่าใครผิดใครถูก กูต้องดูออกดิ ทำไมวันนี้เซ็นท์กุดูไม่ออกว๊าา,7
"อยู่ๆ ก็นึกถึงตอนที่แคทพาไปหาแม่แล้วอยู่ๆ แคทก็บอกแม่ว่า ""แม่ นี่แฟนหนู",7
ห๋าาาาาาาาาาาาาาาาาาาาาาาาาา,7
อ๊าาาาาาๆๆๆๆๆ,7
พี่หนุ่ม ศรราม เด็กกว่าแม่เราปีเดียวเอ,7
อ่ะ แต่คันใหม่ก็ตามมาติดๆ แต่สกปรกมาก ไม่เคยเจอแบบนี้เบ,7
รีล่า แบบ กอฟไมค์ มาวินสุด  พี่เรนนี้ดับไปเลย นั้นพี่คุณแน่น,7
เฮ้ย!!!,7
บอมเล่นทวิต!! เหยดดดดดดด,7
รถไม่ติดเว้ยเห้,7
คิตาคามิกินอะไรมา ยิงตอใส่บอส บอสเหลือเลือด 1 แล้วตัวเองก็ยิงอัดอีกรอบ ตา,7
เอ่อแม่ หนูแค่ฟลุ๊คทำข้อสอบคณิตได้นะ ดีใจอย่างกับหนูติดมหาลัย -[],7
ใครเติมเงินเบอร์ดีแทคให้กูตั้ง40บาทวะ 0.0 ไม่ใช่ไอต้อมแน่ๆ แล้วใคร .. ??,7
เหยดดด ขนาดพี่เซย์ยังเป็นลมให้พี่แนสขราาเลยอ่,7
อิดอกกกก ตกใจหมดเห็นบิลค่าห้อง+น้ำ+ไฟ หมื่นกว่าบาท ฮ่าๆๆ มานั่งหารแล้วก็โอเคอยู,7
วันนี้พี่ชายกลับบ้าน *0,7
ความดัน 144 ไอฉิบหาย ทำไมพุ่งพรวดแบบนี้ เมื่อวานยังแค่ 125 เองน่,7
เจออุ้มที่บิ๊กซ,7
ป้าบีสกรี๊ดซีวอ,7
ชอบบรรยากาศตอนฝนตกนะ แต่ไม่ชอบฟ้าร้อ,7
นมกะตูดกูรวมกันยังไม่ได้นมข้างนึงของจีน่าเลยเหอะ ................................,7
บอสแยกร่างได้ล่วยยยย,7
ข้าวปั้นนอนอยู่ในห้องน้,7
หน้ามึงล้ำอายุมา,7
ตอนนี้อยู่ในอารมณ์เดียวกับตอนที่รู้ว่าเกิงอยู่เอ็มบีเค -0,7
อ๊ากกกกกกกก! ควยยย! จิ้งจกอยู่บนหน้าจอโน้ตบุ๊ค!!! สัดดดด!!,7
ไม่เจออะตอมแบบว่านานมากกกกก เจออีกที อื้ออหืออตัวใหญ่มากกอ่,7
ว็อทททททททททททททททท 5555555,7
โหว วันนี้ฮยอกมินเซย์มีคนติดตามเพิ่มในวันนี้วันเดียวตั้ง 12 คนแน่ะ 5555555,7
ฟ้าร้องโหดไปป่,7
เอ๊ะ55555555555,7
โจวปี่ชั่งไปกินอะไรมาทำไมหล่อ .. เมื่อก่อนหน้านางป้ามา,7
เงยหน้าจากโทรศัพท์อีกทีอยู่โรงเรียนแล้ว..,7
เห็นแล้วคิดถึงพี่ชิน.... !!,7
บางทีก็ตกใจ ปกติตอนอยู่โรงเรียนเพื่อนไม่เคยใช้คำว่ากู แต่พอตอนนี้มหาลัยใช้คำว่ากูตลอดเล,7
ฟคพตก็ยังคงรีทวิตกันไม่หยุด 34 รีแล้วนะ,7
ตลกดี รู้สึกจะเป็นปีที่แล้ว สระผมตอนกลางวันในหน้าร้อน ผมแห้งใน 15 นาที.....,7
แบบนี้เค้าเรียกว่าระเบิดไลค์ป้ะพี่,7
มานั่งซูมดิสพี่หมึกดู....,7
ทำไมเมนชั่นที่ดองไว้มันเยอะจั,7
สะดิ้งไปป่าว 55555,7
อีเอิทคาราไปแคสฮอร์โมนด้วยอุ,7
วันนี้ไทม์ไลน์ไม่แรงเล,7
ฟ้าร้องเหี้ย,7
หน้าเว็บทวิตเตอร์เปลี่ยนไป..,7
การที่ยงโผล่ในวีก็อตมันทำกูใจเต้นจริงๆ หูแว่วได้ยินว่าโกกุม่,7
ช่องเคแชแนลเปิดเทปงานแถลงข่าวตอนคอนเอ็มบีงีอ่ะ เปิดไปเจอชายนี่พอดี - -,7
เป็นครั้งแรกที่โดนฝรั่งเต๊าะ..,7
เกือบโดนรถชน,7
ตูน บอดี้สแลม เล่นหนังเป็น แอ๊ด คาราบาว ?!?!!!!! ,7
ตอบกันด้วยน้าาา,7
เหยยย เล่นทวิตอยุ ได้ยินเสียงนก หันออกไป เจอน้องเหี้ยน้อยกูกะลังไฝว้กับนก *0,7
เฮ้ยยย ห้าทุ่มครึ่งแล้วอ่ออออ!,7
มานั่งทำไมตรงบันไดฟ,7
นี่ฉันเมนชันหา จจ. มากกว่าครั้งกว่า ทม. อีกเหรอนี,7
ทั้งที่ก็เห็นอยู่เสมอ กวังมีกล้าม มีหนวด มีขนหน้าแข้ง มีขนจุกกูแร้ แต่ในสายตาเราก็ยังมองกวังเป็นเด็กน้อยน่ารัก เหมือนสาวน้องมุ๊งมิ๊,7
แบบว่า กำลังนั่งดูชองดำ ชองดำก็มาทันที = ,7
"มัน .....""!",7
โลก กลมเกินไปแล้ววววววววววว,7
คุณเก,7
ใน ห้อง กู มี ''หนู'' !!!!!!!!!,7
55555555555555555 นิ้วโดนใบพัดล,7
เปิดวอร์ซี 4 ไว้ไม่ได้ใส่หูฟัง เสียงมันเล็ดเข้ามากูยืนขึ้นเลย ,7
เหี้ยรถชนกันห้าคันรวดต่อหน้ากูเล,7
เชรี่ยยยย!! เปิดดูเฟสแล้วผงะ ผีวิกฟ้าจริงๆด้ว,7
เด็กสมัยนี้โตไว ไม่เจอแปบเดียว มีผัวซะล,7
ไม่น่าเชื่อว่ากูจะมีฟีลแบบ อ่านหนังสือจนไม่ได้นอน5555,7
โอ,7
เมื่อคืนฝันเห็นงูตัวใหญ่มากกกกก แบบคุยกับพ่อแม่เห็นตู้เสื้อผ้าพ่อแม่ ขนาดใหญ่เท่าตู้เสื้อผ้,7
เหนดดดดดดด อะไร ยังไง ใครบาดเจ็บบ้างน่ะ!!!!,7
หลงหยอยชัวขณ,7
โอ้วววววววววววว หลอกกูเหรอ ทำไมลิมิตแค่ครึ่งชม.เองว,7
เอ่อ คอมิค66 รีทวีตที คนรีต่อเป็นสิ,7
เด็กเกรียตินิยมลาดกระบังโผล่ม,7
ถ้าเสียงมันจะดังขนาดนี,7
เห้ยฟลว.เพิ่,7
อั่งเปาวันนี้จากห้าคนรวมแล้วได้หนึ่งหมื่นสามพันสองร้อยบาท..,7
โห แม่เอามือถือกูไปถ่ายรูป เกือบปิด รูปไม่ทัน ?,7
เสียงเบรกรถไฟฟ้าใต้ดินดังไปนี,7
โนรากามิก็ไม่จิ้น ไฮคิวก็ไม่(ค่อยจะ)จิ้น  ครก.บาสนี่ก็พอๆกับไฮคิว..   ยังไงก็ชอบมิตรภาพของผู้ชาย มากกว่าจิ้นให้ผู้ชายกดกันอ่ะตอนนี,7
น้ำหนักขึ้น5โ,7
ถ้าเซอร์เคิลงานการ์ตูนจองไวกันขนาดนี,7
เห้ยยยยยยย ผช ใส่เกงในเดินในห้อง !,7
บางทีอูฐก็เป็นสัตว์มีอารย,7
วันนี้แบตบีบีอยู่ได้นานวุ้,7
กุ เอา เกมเฮียไปเล่น เข้า สลอต จาก 3เเสนเหรียญทองเหลือ 3เหรียญทอง 555,7
วันนี้มองลองเซอร์ปีเย มาทวิตด้วยแฮ,7
ขำใส่หน้าตอนฟีเจอริ่งนี่หำกูมีหดนะครั,7
ได้นั่งล่ว,7
ซื้อคริสปี้ครีมวันนี้ อยู่ดีดีพนักงานก้อเอามายัดใส่มือให้กินฟรีๆอีกอัน *ย้ำว่ายัดใส่มือ ไม่พูดอะไรซักคำ เชิญค้งเชิญครับไม่มี ยัดเล,7
เอิ่ม... ในน้ำลายมีเอมไซม์พรรณนั้นด้วยเหรอเนี่ย,7
เห้ยคือแบบลืมตามาแล้วเห็นแม่ใส่ชุดนอนสีขาวเดิน ผมยาวๆปิดหน้าเดินผ่าน แม่มแทบกรี๊ดลั่นบ้าน 5555555555,7
โอ้ว~วันนี้คนเยอะอะ>,7
แมนโซ ไม่ออกโอลิมปิก และอาเซีย,7
เด็กข้างบ้านร้องไห้มาอะไรต้องนี,7
เอ่อ.. น้องเมย์ไปไหนละครั,7
พี่ทอมจีนแกเล่นของจัดหนักเว้ยเห้ย ทั้งสักทั้งพระเครื่อง บ้านกูอายว่ะ สมเด็จโตๆห้อยกั,7
กูเป็นเพื่อนกับรองนิยมในเฟสบุ๊คตอนไหนว้า แกมาไลค์เตตัสกูววว ,7
เห็นครั้งแรกนึกว่าพี่เก้า -0,7
ตอนนั่งดูโฆษณา407 นี่ยังหัวเราะ ถ้าไปนั่งในโรง 0____0 กรี๊ดดดดดด!!!,7
"โทรหาทิติเสียงรอสาย ""มันเกิดอะไรกับหัวใจ"" ",7
มากันค่อยๆก็ได้ไอโฟนกูจะเจ๊ง ตรึ่ง ตรึ่งๆๆ กูตกใจ กำลังดูกลมกิ๊กอยู,7
ทางด่วนรถโล่งมา,7
กูติดเอเอฟเอสสส?????,7
เจอหนุ่มเกาหลีที่เจอกันมา3รอบแล้ว แอร้ยยยยยยยยยยยยยยยยยยยยยย เป็นไปได้ไงงงงงงงงงงงงงงง,7
รุ่นน้องท้อง 6 เดือ,7
แบบที่ผ้าไหมบอกเลยอะ พอฉันไปโพสต์เรื่องโค้ดกับเรื่องนัดซ้อมพรุ่งนี้ ทุกคนก็รู้ว่าฉันคือใครและแอดเฟรนด์กันมาอย่างมากมา,7
",, เอิ่ม -..- ปิดประตูห้องน้ำเบา ๆ ก็ได้น้ะ ก",7
พูดได้เห็นแก่ตัวมา,7
ไทม์ไลน์เดินเร็วไป...,7
รีเร็,7
เดี๋ยวครับๆ อะไรคือทวิต > เหงา < เต็ม ทล.  เปิดมาทีนี,7
สว่างแล้ว!!!,7
มือถือเปิดเพลงเองในคา,7
แฟนซันนี่ หล่อมากกก,7
คู่แข่งเค้า เด็ก กท. ตอพ. ตอ. สว. บด. เยอะ ทำไมกุติด ,7
อยู่ ๆ หน้าจอโทรศัพท์ก็ขึ้นแสงเอ,7
ทวิตอัพเดท 5555,7
จะไม่สนใจเรื่องนี้แล้วววว กูสวยกว่าแฟนมันเยอ,8
กระจกใครชั้นก็สวยได้เพราะชั้นสวย ไม่ใช่ปัญห,8
ยังรักแม่มดเหมือนเดิมนะ...เรายังไม่ได้มีใคร.. เข้าใจเราหน่อย ตอนนี้เรายุ่งนะแม่มด.... <3 พูดแบบนี้เราก็เสียใจนะ.,8
เค้าจะต้องใส่สูทมาเพื่อขอเราแต่งงานแน่,8
หากจะมีคนคนนึงที่เราพร้อมจะวางใจ ฉันรู้ว่าเธอคือคนคนนั้น:,8
ความไว้ใจมันทำให้โง่งมงาย55,8
แฟนพี่เอง ยูบีเอพี 555555555,8
สักวันเราจะเดินข้างเธอให้ได,8
ติดแล้ว ติดทั้งเพลง ติดทั้งพระเอกเอ็มว,8
หมดล้ะที่กูเคยม,8
ไม่ซื่อสัตย์กับฉัน แล้วมั่นใจได้ไงว่าฉันจะไม่ทำบ้าง??,8
เป็น ตัวตลก อีก เเล้ว ดี๊ดี,8
หูกูไม่เพี้ยนแน่นอ,8
ชอบหุ่นพี่นักร้องนำวงเคลียมากเลยอ่ะ ตัวเล็กมากผอมมากขาเรียวสุดชอบบบบบ อ้อสพลคนเฉียบบอกให้มาดูงั้นสพลหล่อมากเช่นกัน5555555555,8
"แต่เค้าก็เป็น """"อู๋อี๋ ฟาน"""" คนธรรมดาผู้ชายธรรมดา ที่รักแม่ รักแฟนคลับเหมือนเดิ",8
เราคิดว่า คนที่ไว้ใจได้มากที่สุด คือ. กระจ,8
ถ้าเราผมยาว เราจะสวยกว่าแม่นางคัพซีเจ็ดคนนั้น -,8
ประกาศอีกรอบ แทยอนเป็นแฟนเราค่,8
เขากลัวกูมากละ จิง,8
ต่อให้ไว้ใจกันแค่ไหน ก็ต้องมีเรื่องที่ไม่ได้บอกกันอยู่ด,8
ใรจะพยายามแทรกกลางระหว่างเรา จอให้รู้ไว้นะเค้าจะไม่มีทางเข้ามาได้,8
ถ้ามีสถาบันลดความอ้วนโดยการเอาไขมันตามพุง-ต้นแขน-ต้นขามาโปะนมได้ลูกค้าคงล้,8
99%ของชยาวอลไทยอยากเป็นเมียหลว,8
มึงทำแบบนี้ ไม่คิดว่าคนที่รักมึงเค้าจะเจ็บบางเหร,8
ถึงนิสัยเราจะไม่ได้ดีเลิศ  แต่ก็โอเคที่สุ,8
วันนี้หลายๆบอทคัมแบ๊ค เพราะตามนัมบอทมาใช่มะ คิดถึงกันก็บอก อยากคุยกับนัมบอทกันละสิ ฮิฮิ นัมบอทน่ารักก็เงี้,8
เชื่อเราสิไม่มีใครรักเทอมากกว่าเราอีกแล้ว ,8
เจ้าของน่ารักกว่าแมวอีก ^______,8
ไม่คิดว่าความไว้ใจ...  จะกลายเป็นความเหินห่าง...  ผลลัพท์คือความจืดจาง...  หมดหนทางจะทำให้เป็นดังเดิม..,8
อาจารย์บอกว่าสอบมิดเทอมคราวที่แล้วตกครึ่งห้อง กู้้ต้องเป็นหนึ่งในนั้,8
พ่อบอก ยังไม่ถึงเวลา.. ถ้าแม่ตายก่อนพ่อคงบวชตลอดชีวิตแน่,8
ทำพาสปอร์ตรอเลยมั้ย 5555555555,8
มึง ถ้าอาริยามะไปอิออนกันจริงนี่กุฟินนะ แม่งไปซื้อของเข้าบ้านชัวร์,8
เรื่องบางเรื่องมันก็เรื่องของเรานะ ไม่ได้ทำให้สังคมเดือดร้อ,8
รู้ว่าตัวเองเหี้ย แต่คงไม่เหี้ยขนาดนั้,8
ฉันรู้ว่าคนทั้งตึกแกรมมี่จิ้นโน่ริทหมดแหล,8
",, เชื่อนะ ว่าถ้าต้องเลิกกำคุนแฟน จะไม่ใช่เหตุผลที่ว่ามีคนอื่นแน่นอน !",8
ถ้าข้อสอบมันออกในทวิตเตอร์กูคงได้เต็,8
อย่าให้รู้,8
ไม่รู้เลยว่าจะอินกับเพลงหรือกรี๊ดคุณสพลก่อนดี55555555,8
น้อยใจนะ เจ็บที่ได้ยินจากปากเธอนะ.. ;( เมื่อไหร่กั,8
เสียใจไปเท่าไหร่แล้วกับคำว่,8
คิดมากก็ไม่ช่วยอะไร,8
"ถ้าเธอคิดว่าเธอสวย , ฉันก้อคิดว่าฉันสว",8
ผมทานปกติครับ ทั้งสองคนนั่นแหละที่ทานเยอ,8
ถ้าบอกว่าใคร ตกใจกันทั้งทล.แน่นอนอ่,8
ลุงกิ๊ดดี้แม่งรีอะไรอ่ะ ..ของเราก็มีสวยกว่าอีก !,8
ความรู้สึกของวันนี,8
หล่อกว่าผมมีอีกไหม?,8
ฉันไม่ระแวงหรอก ก็ฉันเชื่อเธ,8
ในห้องเรียนถ้าอาจารย์สอนๆอยู่แล้วจู่ๆเงียบไป ร้อยทั้งร้อยที่กำลังก้มหน้าก้มตาทำอะไรอยู่ซักอย่างต้องโงหัวขึ้นมาดูว่าเกิดอะไรขึ้,8
ทุกอย่างจะเริ่มโอเคในไม่ช้านี้แน,8
สักวันหนึ่งจะต้องมีวันนั้นแน่นอ,8
ฮีบอมคือแมวที่ซวยที่สุดในโล,8
อ๊ากกกกกกกกก วันที่รอรถสายอื่น รถเมล์สายนี้มันไม่ได้มีน้อยขนาดนี้น,8
นี่หึงรุนแรงจนพิมพ์ผิด ถถถถถ,8
กูน่าจะต่อรองกับแม่ให้มากกว่านี้นะ โอกาสทอง เพราะกูทำได้อยู่แล้,8
เราต้องฝันแน่ๆ ตอนนี้ฝันอยู่ ฝันว่าอ้วน แน่ๆ ฝันชัวร,8
ใครโทรมากูจะสันนิษฐานไว้ก่อนเลยว่ามันจะถามเกร,8
ดูไปเรื่อยๆกูเริ่มด่าพี่เกรท กูอิน  ,8
ชั้นว่า ชั้นสวย ใส น่ารักน,8
กุต้องสูงๆ,8
เรื่องนั่นฉันคงจะผิดหวังแน่นอน ),8
ที่เธอทำมันแรงเกินไป เกินคนรับไหวใครจะทน ก็เธอมีใครอีกคนทนได้ไง..,8
เปิดเผยตนเอง คาดหวัง ให้เขาเปิดด้ว,8
วันนี้โครงงานไม่เสร็จไม่นอน ถึงจะไมเกรนมาก็เถอะครั,8
หมดทางจะดึงหุ่นเธอ ถ้าเธอเลือกแล้วก็แดกไป หมดสิ้นความผอม เจ็บช้ำจะเป็นจะตายเพราะหุ่นของเธ,8
เราต้องไม่ใช่คนแก่สุดในกลุ่มส,8
สพล คนเฬวววว,8
ใส่ลงในเครื่องเล่นซีดี ในภาพ เห็น ในภาพแรกเธอ และแฟนของเธอแต่งงานกัน เธอยิ้มแก้มปริมีความสุขอย่าง บอกไม่ถู,8
เธอเหมาะกับผม สุดๆแล้ว^_,8
ถ้าวันนั้น....เทอไม่วู่วาม....รักเราคงไม่เปนแบบนี,8
ขอแค่ออกมาจากปาก จะจริงไม่จริงไม่รู้ จะเชื่อไว้ก่อน ขอแค่เธอพูดเอง :(,8
พรุ่งนี้ต้องดีกว่าวันนี้ แน่นอน ,8
ตอนแรกคิดว่าแอบคบกับอีกคน สรุปเอ้าคบอีกคนที่แสดงคู่กัน เจ็บในเจ็บไปอีก เจ็บเหี้ยสุดที่เห็นทั้งคู่รักกันทั้งในชีวิตจริงและการแสด,8
จากที่เคยหายากอยู่แล้วมันจะยากขึ้นไปอี,8
ฉันไม่คิดที่จะเดินหันหลังกลับง่ายๆ หรอกลองกันสักตั้ง ~^,8
ที่เธอทำมันแรงเกิน เกินคนรับไหว ใครจะท,8
ทั้งชื่อจริง ชื่อเล่น ทั้งประเทศนี้ไม่มีใครเหมือนแน่นอ,8
หือ ทำไม ความสูงเท่าสิก้า = = แต่ตอนไปเจอสิก้า นี่เราสูงกว่าเยอะเลยนะ,8
แกทเชื่อมโยงกูได้เต็ม150เต็มแน่ๆ ,8
อยากลงวอลเลย์ แต่คิดว่าคงไม่ติ,8
มันยากมากนะที่จะก่อความไว้ใจกลับขึ้นมาใหม่หลังจากที่พังไปครั้งนึงแล้,8
หลายคนเริ่มเล่นทวิตเตอร์เพราะอยากฟอลโลวเอสเ,8
ถึงอ้วนกว่านี้ก็ยังสวยอยู่ด,8
ลงฟิคไปเมื่อชั่วโมงก่อน เปิดเชคคอมเมนท์ตอนนี้ ไม่มีคนเมนท์แน่ๆ,8
ฉันฝากไว้ให้เธอน่,8
ก็ทุกนาทีฉันรู้สึกเชื่อใจ เมื่อไหร่ที่เจอเธอคนนี้ ทุกอย่างช่างแสนดี มีเธอคนนี้ก็อุ่นใจ <,8
หมอพอร์ชนี่อยู่ทุกที่ของพี่เกรทจริงๆนะ,8
ฉันไม่ได้อ้วน ฉันแค่เด่นเมื่อยามเห็,8
พรุ่งนี้สื่อใหญ่จะทำร้ายครอบครัวผู้เสียหายอีกรอ,8
"ชายและหญิงคู่รักมองตากัน แล้วตอบพร้อมกันว่า ""เราทั้ง 2 ไม่กลัวอนาคตเรามั่นใจในกันและกัน"" นางฟ้าได้ยินดังนั้",8
ดีนะเราเป็นคนด,8
เราอยากทำวิดีโอสั้นจิกกัดเหมือนหนังพาไปบ้างอ่ะ แต่ขอแบบใสๆสไตล์เร,8
พี่หมูต้องลืมของที่ฝากซื้อไปแล้วแน่ๆ..,8
ยิ่งคบกัน ยิ่งนาน ยิ่งไม่รู้จักกั,8
ปลาใหญ่!!! อายุ 25 ปี ... หน้าหล่อนแก่กว่าฉันอีกอ่,8
จะไม่โทดเทอ ที่ปล่อยชั้นไว้ ให้ใช้ชีวิตลำพัง ชั้นโทดตัวเอง..ที่วันนี้ต้องเจ็บ ช้ำ..เพราะ..ความ..ไว้ใจ:,8
จะไม่ทำแบบนี้อีกแล้,8
โปโตรซัวในไส้ปลวกกกกก :,8
มีคนอันฟอลกูแน่นอ,8
ถึงปัญญาจะมีไม่เยอะมาก แต่จิตสำนึกตูมีเยอะมา,8
ก็ไม่แน่ใจว่าคนหน้าตาดี  จะเหี้ยได้ขนาดนี้ !!!,8
ถ้าไทยไม่มีกฏห้ามโฆษณาพวกเหล้าเบียร์เหมือนเกาหลีนะ คยูคงได้เป็นพรีเซนเตอร์คนแรกอ่ะ มันคงมาแบบไม่เอาค่าตัวด้ว,8
นี่เป็นคนไม่ค่อยบอกอะไร แต่เค้ารู้ ว่านี่อยากบอกอะไร,8
อาจจะมีบางเรื่องที่ฉันสู้ไม่ได้ แต่เรื่องเป็นคนจริงใจ ให้เกียรติเพื่อนเนี่ย.. ฉันแน่ใจนะว่าฉันมี :) .. ไม่ใช่แค่มีนะ.. มีเยอะกว่,8
เราไม่ได้เข้าใจผิดแน่นอ,8
แต่ถ้าได้กินไอติมบีอิ้งเขียว นี่คงไม่รอ,8
แต่ไอบะ ที่1แน่ๆ 555,8
มึงไม่ใจเลยย กูขอของกุที่เคยไปคืนละกั,8
เดียวแคปต้องเป็นโรคสระอี้อักเสบอีกแน่ๆ เลยครั,8
วันนี้โนวคอนแทค.,8
ถึงกูจะรู้จักสาว ๆ ได้ไม่นาน แต่ก็ไม่เคยคิดว่าสาว ๆ จะทำแบบนั้นแน่ ๆ !,8
เพราะรักจึงเชื่อใ,8
ไม่เคยจะรู้ ไม่เล,8
ที่เธอทำมันแรงเกินไป เกินคนรับไหวใครจะทน ก็เธอมีใครอีกคนทนได้ไง หมดทางจะดึงตัวเธอ เพราะเธอเลือกแล้วเธอจะไป .,8
ไม่อยากจับผิ,8
พรุ่งนี้ไปงานแต่งครับ ต่อไปก็ผมแต่งงานแน่,8
เมื่อไหร่กันที่มันจะกลับม,8
คือบลอสซั่มกับดิวจะอยู่อีกในเอ็มวีต่อไปชะมะ,8
ซักวันต้องโดนซักมุ,8
ถ้าเราดีจริงเดี๋ยวเขาก้กลับม,8
อีกสักพัดจะลิมิ,8
เจ็บเพรา,8
ตอนที่กูจบปีสี่กูจะทวีตให้ครบล้า,8
